entactmgt_tpm_project_clean.projectid,entactmgt_tpm_project_clean.orgid,entactmgt_tpm_project_clean.projectname,entactmgt_tpm_project_clean.jddate,entactmgt_tpm_project_clean.picpath,entactmgt_tpm_project_clean.deleteflag,entactmgt_tpm_project_clean.status,entactmgt_tpm_project_clean.partitionid,entactmgt_tpm_project_clean.creator,entactmgt_tpm_project_clean.createtime,entactmgt_tpm_project_clean.modifieduser,entactmgt_tpm_project_clean.modifiedtime,entactmgt_tpm_project_clean.isbudget,entactmgt_tpm_project_clean.plazaid,entactmgt_tpm_project_clean.plazacode,entactmgt_tpm_project_clean.plazatypeid,entactmgt_tpm_project_clean.isopen,entactmgt_tpm_project_clean.opendate,entactmgt_tpm_project_clean.projecttype,entactmgt_tpm_project_clean.isbugetcontrol,entactmgt_tpm_project_clean.ispopularizetransfer,entactmgt_tpm_project_clean.projectcompanyid,entactmgt_tpm_project_clean.plazaassettypeid,entactmgt_tpm_project_clean.citylevelid
ABF749D5-276D-4C97-B936-005D77BA2B81,,南宁江南万达广场,,,false,1,,,,,,true,1001405,NNJN,3,true,2017-06-23 00:00:00.0,,true,false,858163AC-2AE8-4AC2-909A-BC9378BCD501,1,2
FE0ECA27-F9CD-48AB-8E73-01C50345E15C,,惠州大亚湾万达广场,,,false,1,,,,,,true,1001636,HZDYW,3,true,2017-11-24 00:00:00.0,0,true,true,1DF33B35-1720-4A13-9D6E-735055865033,1,3
C8F25080-5BD8-433F-BB0A-01C9E08E5799,,呼市回民区万达广场,,,false,1,,,,,,true,1001525,HSHMQ,4,true,2017-08-25 00:00:00.0,0,true,true,A2557A5E-DB96-4C43-8920-9114EFCD7828,1,2
16F3D6AC-6DC5-4AC3-887C-01DE5D9FF9DC,,吴忠万达广场,,,false,1,,,,,,true,1001814,WZ,4,true,2018-06-15 00:00:00.0,,true,false,,1,
8B4D4485-C4C3-4028-8FD3-01EF5BE362C8,,宜兴万达广场,,,false,1,,,,,,true,1000523,YX,4,true,2013-05-31 00:00:00.0,1,true,true,B8F484BC-7E72-44ED-957F-19326B2D12F9,1,3
FD7A3C12-E08A-4EDF-B69D-020DC1B58B01,,佳木斯万达广场,,,false,1,,,,,,true,1001007,JMS,4,true,2015-09-12 00:00:00.0,1,true,false,8FCA94C4-07D5-4996-B981-E83127F55E23,1,3
F9363219-1783-46DA-8683-036B413848D4,,铜陵万达广场,,,false,1,,,,,,true,1001633,TL,3,true,2017-11-10 00:00:00.0,0,true,false,3AB48584-7AFF-4480-9C3A-BCDB5D67FD3C,1,3
1E3944C1-C84F-45DC-9DBA-03D42E539DC0,,乐山万达广场,,,false,1,,,,,,true,1001126,LS,3,true,2016-09-23 00:00:00.0,0,true,true,19471E12-8070-48CE-BBB7-161E5EDBA9E4,1,3
7C4EDFD3-1F41-467E-A3F6-03DC0006BD3D,,成都锦华路万达广场,,,false,1,,,,,,true,1000284,CDJHL,1,true,2007-12-22 00:00:00.0,1,true,true,5D940A7F-C683-41E0-82F0-C5EE149669B1,1,2
006A0884-D929-490A-919B-04B09C7B47C0,,鹤壁万达广场,,,false,1,,,,,,true,1001804,HBQB,3,true,2018-06-22 00:00:00.0,0,true,false,,1,3
9D82BFE5-1F5B-4C5A-B2EB-0A2904609C4A,,六盘水万达广场,,,false,1,,,,,,true,1001640,LPS,3,true,2017-12-08 00:00:00.0,,true,false,,1,3
617B7CBF-E9B1-4401-9C00-0AADF6EEB40D,,合肥瑶海万达广场,,,false,1,,,,,,true,1001120,HFYH,2,true,2016-09-09 00:00:00.0,0,true,true,8DC981A7-7508-4742-AA68-7F5AFD5D96D5,1,2
2238FD7E-46F7-4DFE-A58A-0AED73C3873D,,石家庄裕华万达广场,,,false,1,,,,,,true,1000269,SJZYH,1,true,2011-09-23 00:00:00.0,1,true,true,E1B5DE68-F135-4A02-9877-E0F8E7203301,1,2
AB96D3F3-5A64-4B2A-899A-0BD4E9F40950,,成都金堂万达广场,,,false,1,,,,,,true,1001638,CDJT,3,true,2017-12-08 00:00:00.0,0,true,true,,1,3
C3BD6582-BAF8-4883-967B-0C5F36771043,,徐州万达广场,,,false,1,,,,,,true,1000624,XZ,2,true,2013-12-06 00:00:00.0,1,true,true,58588460-BAC8-4783-A172-E16230ADB576,1,3
9536CBDD-CB98-40FC-A1E9-0E3E0FE3781E,,柳州城中万达广场,,,false,1,,,,,,true,1001012,LZCZ,2,true,2015-11-27 00:00:00.0,1,true,false,B4CD25B9-ADCD-47B4-A16C-AB66550D9CD9,1,3
161D5B07-CFFF-4835-83B9-0F306762AFCA,,南宁青秀万达广场,,,false,1,,,,,,true,1000771,NN,2,true,2014-12-19 00:00:00.0,1,true,true,F73C6A1F-0761-401A-AC5A-9981D09A360A,1,2
4D07163E-6815-4A03-9765-1013E44242B2,,银川西夏万达广场,,,false,1,,,,,,true,1000704,YCXXWDGC,4,true,2014-07-18 00:00:00.0,1,true,true,1681D5FA-DA74-4AFB-9C7F-3C9AC4FB77F0,1,3
8C20CF55-8C19-45F2-B15B-1074B51DEFFB,,吉林昌邑区万达广场,,,false,1,,,,,,true,1001625,JLCYQ,3,true,2017-09-15 00:00:00.0,0,true,true,DF7E906B-271D-4B8F-A855-0CFB88AD65DB,1,3
D4C30EE0-1E6C-4275-94E6-107527F2C1F7,,芜湖镜湖二期室外街,,,false,1,,,,,,true,,,4,true,2017-09-01 00:00:00.0,,true,false,,1,
1E68BEA1-BCF8-457F-BCAF-11107C4BCA15,,武汉菱角湖万达广场,,,false,1,,,,,,true,1000292,WHLJHWDGC,1,true,2010-12-18 00:00:00.0,1,true,true,61707F29-7886-4D60-AE63-6D3255BDC9B0,1,2
15F2FBEE-0A4E-46A3-8151-126BA23936ED,,南通万达广场,,,false,1,,,,,,true,1001014,NT,2,true,2015-12-11 00:00:00.0,1,true,false,43731293-85CF-4555-8DD5-DEEFD9F9DD5C,1,3
FE095EE6-92BA-4DBE-8235-1328803EAE22,,浙江嘉兴万达广场,,,false,1,,,,,,true,1000884,ZJJX,3,true,2015-06-12 00:00:00.0,1,true,true,ADE56327-C382-44A8-9E77-18FD201CCAD3,1,3
FE555519-E801-4A27-8B9B-1387A6833CE0,,合肥天鹅湖万达广场,,,false,1,,,,,,true,1000363,HFTEH,1,true,2012-07-20 00:00:00.0,1,true,true,7BA8AACE-C6B4-4675-9B02-755716A65D00,1,2
7CA2B98F-4641-4347-A5FD-139A6CD058B4,,成都青羊万达广场,,,false,1,,,,,,true,1001142,CDQY,2,true,2016-12-10 00:00:00.0,,true,false,066883EA-E30C-482F-A858-60CA0DDB9B52,1,2
3F249064-7F1A-4166-B762-13F334FD4D8B,,南昌红谷滩万达广场,,,false,1,,,,,,true,1000384,NCHGT,1,true,2012-08-24 00:00:00.0,1,true,true,0EC2A045-9B40-46EF-A545-8F668C2BD0DF,1,2
9537717E-DFD3-4DA4-94E6-14128D3132BC,,长春重庆路万达广场,,,false,1,,,,,,true,1001065,CCCQL,1,true,2003-01-16 00:00:00.0,0,false,false,,1,2
E98E0A5B-45B7-4D34-AF8E-155B0E96C5A3,,漳州碧湖万达广场,,,false,1,,,,,,true,1000397,ZZBH,2,true,2012-10-26 00:00:00.0,1,true,true,E1E47862-9140-4593-96F3-6F18AF93427E,1,3
08AA23EF-9AB3-44F8-8719-160009000476,,莆田万达广场,,,false,1,,,,,,true,1000393,PT,2,true,2012-12-15 00:00:00.0,1,true,true,08DB2796-5FD9-4F6E-9E8F-9908681ADDC6,1,3
ACD252D8-710B-4866-A61D-16E292FFE1AF,,陕西渭南万达广场,,,false,1,,,,,,true,1000984,SXWN,4,true,2015-08-07 00:00:00.0,1,true,false,CA17397F-D0DA-4490-97C3-EC14BB2FE88A,1,3
C4396FC3-149A-4020-A3D4-172CDB9D8D5A,,扬州邗江万达广场,,,false,1,,,,,,true,1001639,YZ*J,3,true,2017-12-08 00:00:00.0,,true,false,1B99FD29-B665-4C2E-9431-551AA1212593,1,3
B6166DFC-BCAB-41D1-A5D4-174AF97FEA6A,,张家港万达广场,,,false,1,,,,,,true,1001842,ZJG,4,true,2018-12-28 00:00:00.0,,true,false,,1,
99830FDC-5244-4BCC-B1B6-17EF4451D037,,广州新塘万达广场,,,false,1,,,,,,true,1001843,GZXT,4,true,2018-12-28 00:00:00.0,,true,false,,1,
24452D23-7FF7-45DB-94D5-1816DDCAFDE3,,新乡牧野区万达广场,,,false,1,,,,,,true,1001626,XXMYQ,3,true,2017-12-23 00:00:00.0,,true,false,4D07B13E-D5AB-4BA2-919D-BD66899DDEA7,1,3
D96071EA-6765-42A1-9D61-190C35236195,,南宁安吉万达广场,,,false,1,,,,,,true,1000944,NNAJ,3,true,2015-12-05 00:00:00.0,1,true,false,DC237840-2B23-4B04-A388-76084034F55C,1,2
C8433718-AA48-4DE7-A371-194BB2F49BF9,,杭州拱墅万达广场,,,false,1,,,,,,true,1000770,HZGS,2,true,2014-12-12 00:00:00.0,1,true,true,8C016C67-9A6F-4160-A1A1-2237F9466CA0,1,2
A3FA5099-2190-4C58-894A-1A4DA791016C,,厦门集美万达广场,,,false,1,,,,,,true,1000546,XMJM,2,true,2013-06-08 00:00:00.0,1,true,true,9E4744B0-9801-4C10-981F-8A11979C1226,1,2
3C7BF0DE-F23C-43EA-BD1F-1C1A89F9EA93,,咸阳丽彩万达广场,,,false,1,,,,,,true,1001384,XYLC,3,true,2017-01-20 00:00:00.0,0,true,true,,1,3
660A414E-4799-43C6-8129-1C33C4992299,,武汉万达中心,,,false,1,,,,,,true,1001044,WHWD,3,true,2012-01-01 00:00:00.0,,true,false,,1,2
B90BD2CC-6E37-4754-B943-1D86E11F13DE,,眉山万达广场,,,false,1,,,,,,true,1001817,MS,4,true,2018-07-27 00:00:00.0,,true,false,4B131F48-F45D-445A-BE1C-61E038A7050C,1,
310CB3BF-B096-45A1-BC1B-1DF486553003,,济南魏家庄万达广场,,,false,1,,,,,,true,1000263,JNWJZ,2,true,2010-11-19 00:00:00.0,1,true,true,9C7E8EA5-4E84-4D34-9772-93F6892EC573,1,2
EBB2289A-111E-4EFE-91D5-1F7072F60B0B,,滁州万达广场,,,false,1,,,,,,true,1002026,CZ,4,true,2019-12-06 00:00:00.0,,true,false,,,
94F8D29B-F95C-45F4-A311-202308B2B95B,,苏州平江万达广场,,,false,1,,,,,,true,1000296,SZPJ,2,true,2009-09-17 00:00:00.0,1,true,true,590C11FD-6916-4571-A5E6-0AE13A91D8DA,1,2
FAB7A0F2-6D66-495A-AA04-202B24AB8583,,商丘睢阳万达广场,,,false,1,,,,,,true,1001813,SQJY,3,true,2018-07-06 00:00:00.0,0,true,false,15CCFB28-D639-424F-858B-A36DCCADC7C6,1,3
B282FB0E-D60C-4A94-B5C5-20EB60B5A3F2,,朝阳万达广场,,,false,1,,,,,,true,1001140,CY,4,true,2016-11-26 00:00:00.0,0,true,true,E8E39A3A-40E1-49B0-A902-478E2BBD4149,1,3
C672780F-D783-415E-BA16-2136864DC3F4,,丹东万达广场,,,false,1,,,,,,true,1000625,DD,4,true,2013-12-20 00:00:00.0,1,true,true,0D82E4E3-1A87-4A73-8BBE-0C527664735B,1,3
3FB68950-5111-45D1-B19D-213AD91E31F8,,佛山三水万达广场,,,false,1,,,,,,true,1001133,FSSS,4,true,2016-11-18 00:00:00.0,0,true,true,0E533C19-8F40-4487-B0E1-61E35DAEA8EE,1,2
C794A5EF-B70F-43FD-9956-21CF973D99C2,,广州萝岗万达广场,,,false,1,,,,,,true,1000904,GZLG,1,true,2015-07-17 00:00:00.0,1,true,false,1FACB34D-5813-4F79-893F-2E964CBD8F70,1,1
B276CB5F-7C0D-4914-B8AF-2229AF485BF2,,运城万达广场,,,false,1,,,,,,true,1001830,YC,4,true,2018-12-28 00:00:00.0,,true,false,EDC9E240-82DE-47D7-B888-EA4EBAE009F4,1,
96F2D14E-24F7-4340-95B8-227997B2F398,,南昌八一万达广场,,,false,1,,,,,,true,1001064,NCBY,1,true,2003-08-28 00:00:00.0,0,false,false,,1,2
9230C606-55DA-4EBB-9B05-22ED1ABD884D,,焦作万达广场,,,false,1,,,,,,true,1001584,JZ,3,true,2017-06-30 00:00:00.0,,true,false,490B7621-8008-4B86-90D5-AC63D926A5B5,1,3
2B25216E-A6D8-4DE1-8F35-23F4AF568496,,西双版纳万达广场,,,false,1,,,,,,true,1000964,XSBN,4,true,2015-09-26 00:00:00.0,1,true,false,6356593A-FC1C-4E6A-BA99-ECD802E4F155,1,3
4E06256C-3EBD-4A7D-AE41-250F3688A620,,平顶山万达广场,,,false,1,,,,,,true,1001524,PDS,3,true,2017-11-24 00:00:00.0,,true,false,6374C770-EDDA-44BF-A313-4F67E5676881,1,3
6B3067BA-8B12-4AEC-BAE9-253F86139AA3,,宜昌万达广场,,,false,1,,,,,,true,1000298,YC,1,true,2010-11-27 00:00:00.0,1,true,true,AA97B0F7-3C40-426B-A717-A68FE43C9030,1,3
309E229A-6CB4-4905-9539-259473FE7C18,,益阳万达广场,,,false,1,,,,,,true,1001155,YY,3,true,2017-06-23 00:00:00.0,0,true,true,E94D29E7-7864-432B-BE44-4F74886BE246,1,3
FD544799-C229-4E13-8D5C-25BDFA04F723,,曲靖万达广场,,,false,1,,,,,,true,1001630,QJ,3,true,2017-10-27 00:00:00.0,0,true,false,8E289EAC-9661-42C7-88D0-09352AC05A0E,1,3
D82EAA7F-6A92-4D07-8868-276E74EBFD37,,湖州万达广场,,,false,1,,,,,,true,1001149,HZ,4,true,2016-12-29 00:00:00.0,0,true,true,2F0EFFFF-527A-4D2F-97F2-AED0340C6573,1,3
C045FA64-93BB-49C0-BE4A-2AD9A4074190,,郑州中原万达广场,,,false,1,,,,,,true,1000287,ZZZY,1,true,2011-10-28 00:00:00.0,1,true,true,797C18ED-E9E0-4407-A8E9-74B04107BACA,1,2
DC9E2603-593D-42FA-9342-2B0F2EE14BE9,,常德万达广场,,,false,1,,,,,,true,1001124,CD,2,true,2016-09-16 00:00:00.0,0,true,true,858B65C7-9E17-4AAC-B961-13786767B5D7,1,3
D83A8CC3-074D-435F-BF38-2B139CD13119,,天津河东万达广场,,,false,1,,,,,,true,1000275,TJHD,1,true,2010-11-20 00:00:00.0,1,true,true,18918D9C-E3C2-4A10-B69B-0DB16EB7F581,1,2
821EAC32-A9AF-45E3-8CA7-2B36F798700C,,哈尔滨哈西万达广场,,,false,1,,,,,,true,1000583,HEBHX,1,true,2013-09-13 00:00:00.0,1,true,true,6B47D8BD-369A-42F3-9E03-3C0149F3EBCA,1,2
22034B9C-50F0-436C-855E-2BD20CFAEE49,,沈阳奥体万达广场,,,false,1,,,,,,true,1000544,SYAT,3,true,2013-07-26 00:00:00.0,1,true,true,9D48F9AA-D8DB-4C22-A08D-8102FFE3B172,1,2
0290F512-F71B-4055-96D4-2BD4A03456C4,,温州龙湾万达广场,,,false,1,,,,,,true,1000385,WZLW,4,true,2012-11-30 00:00:00.0,1,true,true,40A397E5-0B00-435A-A963-121592858233,1,2
4CB27497-C28D-42C9-86FE-2C66D2A1695F,,绵阳涪城万达广场,,,false,1,,,,,,true,1000394,MYFC,1,true,2012-12-21 00:00:00.0,1,true,true,6AC1D327-741F-45CA-907D-2C8CB34D6887,1,3
CA366EF3-6C1D-4FB2-AE23-2CBF5B94D053,,北海万达广场,,,false,1,,,,,,true,1001364,BH,3,true,2017-05-27 00:00:00.0,0,true,true,5C71FB89-EEAF-4AF1-99D3-D23CC4AE897C,1,3
7806A351-87E1-445F-B820-2CDA61A2B154,,南京建邺万达广场,,,false,1,,,,,,true,1000289,NJJY,1,true,2009-12-18 00:00:00.0,1,true,true,F536B029-5AE4-4AC0-AC10-5E834E900025,1,2
CB34EFD8-4E53-4914-A0DB-2D4960FFCF90,,九江万达广场,,,false,1,,,,,,true,1001504,JJ,3,true,2017-07-08 00:00:00.0,0,true,false,C6044111-7F54-4127-8D11-E8FA96325076,1,3
2F5CDE4A-448B-4C74-8BA2-2D7D4680B31D,,马鞍山万达广场,,,false,1,,,,,,true,1000708,MAS,4,true,2014-09-19 00:00:00.0,1,true,true,731EEB42-777C-429E-B745-E9F3AA6AB518,1,3
DA8B4A33-DAA9-41DD-B5B0-2E662A810701,,衢州万达广场,,,false,1,,,,,,true,1001643,*Z,3,true,2017-12-15 00:00:00.0,0,true,true,B3033E99-23C0-414F-9BE1-A96A2EC16F62,1,3
161F3AE4-B1DE-47B0-81BB-2F659A1E2EF6,,广州增城万达广场,,,false,1,,,,,,true,1000643,GZZC,4,true,2014-05-16 00:00:00.0,1,true,true,271A6AE9-20A5-4551-B04F-22F71472C977,1,3
5A79DCC5-B272-4D7F-9591-30548DB3176F,,江苏宿迁万达广场,,,false,1,,,,,,true,1001834,JSSQ,4,true,2018-12-07 00:00:00.0,,true,false,,1,
40BE67C6-D3F6-4ECC-BEB5-3245AC71986C,,江门万达广场,,,false,1,,,,,,true,1000767,JM,4,true,2014-11-28 00:00:00.0,1,true,true,95C0EFF4-3EA7-42B8-B163-CCD6E877C0B3,1,3
D802DBD2-5F25-4D4D-B92F-3383D2477D02,,德州万达广场,,,false,1,,,,,,true,1001011,DZ,4,true,2015-11-06 00:00:00.0,1,true,false,3E1CAC08-353B-4F80-BEAB-301C16A40F8F,1,3
CC493A1D-168D-4E09-ADE8-33A44A6C8D6B,,营口万达广场,,,false,1,,,,,,true,1000885,YK,2,true,2015-06-19 00:00:00.0,1,true,false,1BCBD31D-C022-44CC-A6DF-CBBCD2AE0A36,1,3
45C07196-40B7-4D7B-BAEB-33F35BD2D41A,,重庆铜梁,,,false,1,,,,,,true,1002006,ZQTL,4,true,2018-12-31 00:00:00.0,,true,false,,1,3
AF44FB51-ABC3-4885-8AAF-33F64644D779,,湖北十堰万达广场,,,false,1,,,,,,true,1001116,HBSY,3,true,2016-08-05 00:00:00.0,0,true,true,9F0C67C3-E1B2-40A7-8DBA-F2F75D3D50E8,1,3
E61A4DA7-8AD6-4C82-A9E3-34307C4991BD,,泰州泰兴万达广场,,,false,1,,,,,,true,1001835,TZTX,4,true,2018-10-26 00:00:00.0,,true,false,,1,
6BE1C69A-BE74-41B0-9EE2-34B57081978A,,成都金牛万达广场,,,false,1,,,,,,true,1000383,CDJN,2,true,2012-12-22 00:00:00.0,1,true,true,DA95761F-8945-4453-8CFE-EB611F942849,1,2
488A227E-A5DB-45E9-BDED-368D131F89FD,,成都双流万达广场,,,false,1,,,,,,true,1001144,CDSL,4,true,2016-12-17 00:00:00.0,0,true,true,96887038-E852-4F4B-BDA4-FE9B496F5B9F,1,2
3C84EE3E-AB29-4A5B-A875-3722EC0937A6,,雅安万达广场,,,false,1,,,,,,true,1001505,YA,4,true,2017-07-21 00:00:00.0,0,true,true,3B4B90A0-DAE3-4973-8109-3322AB9860F0,1,3
EA5A45FE-FA7C-405D-8245-39415F8D0B66,,徐州铜山万达广场,,,false,1,,,,,,true,1001132,XZTS,2,true,2016-10-28 00:00:00.0,,true,false,2F6ABD9C-54DA-4F4B-9DB9-2F990D969977,1,3
0DD44E13-4A32-4962-94EB-39BA8B3B5168,,乌海万达广场,,,false,1,,,,,,true,1001109,WH,3,true,2016-06-25 00:00:00.0,0,true,true,8AD1ACDE-0714-4B73-AC6D-7C18F1F3003F,1,3
FDE6F4BF-E50B-493E-B32A-39C1DFA3F851,,合肥巢湖万达广场,,,false,1,,,,,,true,1001827,HFCH,4,true,2018-11-02 00:00:00.0,,true,false,,1,
4EE8B7C7-5F8D-4606-86C6-3B31D9D29ED3,,长春车城万达广场,,,false,1,,,,,,true,1001606,CCCC,4,true,2017-09-08 00:00:00.0,0,true,true,3AA6D728-3091-4B11-A29F-40026CA3C2F2,1,2
A13EAC10-E53F-4EBA-9384-3BA4B93CB978,,唐山路南万达广场,,,false,1,,,,,,true,1000323,TSLN,1,true,2011-12-23 00:00:00.0,1,true,true,14F19421-331E-46BD-9ECF-F3A51695C00C,1,3
6BFAA61C-BEF2-42E0-A569-3C8F95F1169C,,广州番禺万达广场,,,false,1,,,,,,true,1000503,GZPY,2,true,2014-11-08 00:00:00.0,1,true,true,B9C65BE7-52D3-4CFF-8360-C833E8E7DF97,1,1
6AB3571C-403A-4923-98F3-3D57C7EB78F9,,银川金凤万达广场,,,false,1,,,,,,true,1000283,YCJF,1,true,2011-09-09 00:00:00.0,1,true,true,164EF963-AD07-4B9A-A153-E387A0CE89F0,1,3
BF2F1505-545F-4BB8-BB4F-3E49C36B9F56,,桂林叠彩万达广场,,,false,1,,,,,,true,1001637,GLDC,4,true,2017-11-24 00:00:00.0,0,true,true,EB23C385-5242-4A2C-BC71-0CDCD4CAEB10,1,3
97A0D445-DDAC-4539-9780-3FF92A07D634,,长春红旗街万达广场,,,false,1,,,,,,true,1000276,CCHQJ,1,true,2010-10-29 00:00:00.0,1,true,true,80EF81D0-389F-45E8-957E-F236D5622B5B,1,2
A181F31B-97E3-4969-98E0-414E94DB39B5,,镇江万达广场,,,false,1,,,,,,true,1000278,ZJ,2,true,2011-08-12 00:00:00.0,1,true,true,4CFA5B01-8B42-4CD5-BA40-8297676E32DA,1,3
235DDA4E-EA3D-483E-B63E-425ED731C595,,延吉万达广场,,,false,1,,,,,,true,1001121,YJ,4,true,2016-09-09 00:00:00.0,,true,false,23CDD3CF-008E-4765-ADF0-94935A45C4B2,1,3
6FC5FF89-1BD8-4E58-BE72-4262908BFBB0,,金沙洲万达广场,,,false,1,,,,,,true,1001425,JSZ,3,true,2017-06-30 00:00:00.0,0,true,false,3E3FD9B2-F55D-443F-A6A8-C2746D27298F,1,1
8F5D6B6B-B7D2-4A5F-AD3F-4316F3CA91BE,,潍坊寿光万达广场,,,false,1,,,,,,true,1001845,WFSG,4,true,2018-12-29 00:00:00.0,,true,false,,1,
09262B76-FE6F-4A48-B972-43BC2862B1E9,,福建南平万达广场,,,false,1,,,,,,true,1001822,FJNP,4,true,2018-09-21 00:00:00.0,,true,false,15AA8AC9-19DD-42B2-AD86-1EDAD6BAFB5D,1,
81A691E0-8D90-4F27-B6BC-4650655B8E2A,,余姚万达广场,,,false,1,,,,,,true,1000543,YY,3,true,2013-11-01 00:00:00.0,1,true,true,53C65016-F254-4412-B9B7-FD763F8A63DA,1,3
